,user_id,rec
911,1196,"[1057011, 1096458, 1082185, 885023, 1029743]"
912,1197,"[1082185, 1019643, 1029743, 5591083, 837304]"
913,1198,"[1005274, 1106523, 1082185, 1054539, 1029743]"
914,1201,"[907099, 1126899, 1082185, 1029743, 965766]"
915,1202,"[825703, 7025202, 1082185, 1048257, 845208]"
916,1203,"[846823, 1046587, 905636, 1044078, 909268]"
917,1204,"[1106523, 5587656, 1029743, 1068719, 1087102]"
918,1205,"[1082185, 1068719, 1029743, 5592931, 5585510]"
919,1206,"[1029743, 1082185, 1043751, 933067, 979707]"
920,1207,"[1029743, 965766, 1106523, 1082185, 1022254]"
921,1208,"[1098284, 1106523, 5981074, 1082141, 845208]"
922,1209,"[1029743, 986912, 1082185, 1106523, 844179]"
923,1211,"[9396705, 9333734, 897954, 9835903, 963971]"
924,1213,"[940947, 1029743, 1106523, 885697, 1082185]"
925,1215,"[1126899, 1106523, 1070820, 1029743, 1082185]"
926,1216,"[868909, 946995, 835973, 5569230, 1106523]"
927,1217,"[1025611, 1072968, 1029743, 8019681, 9527184]"
928,1218,"[1082185, 887102, 824180, 831063, 961979]"
929,1219,"[844179, 1082185, 1106523, 1029743, 854852]"
930,1221,"[1019643, 1029743, 1004906, 1022254, 1126899]"
931,1222,"[1082185, 5570383, 5569230, 933835, 848319]"
932,1223,"[1029743, 1106523, 1082185, 1122358, 1083446]"
933,1224,"[1082185, 1029743, 1068719, 1103105, 845208]"
934,1225,"[1068719, 1004906, 5592931, 1029743, 1082185]"
935,1226,"[1082185, 951412, 844179, 1004906, 913210]"
936,1227,"[929018, 862070, 1136524, 5568378, 1106523]"
937,1228,"[1082185, 913210, 12810464, 976199, 899624]"
938,1229,"[1082185, 1051468, 1127831, 916122, 951412]"
939,1231,"[1082185, 955431, 1053016, 8090541, 1029743]"
940,1234,"[1082185, 948670, 854496, 8014645, 960732]"
941,1236,"[5569230, 965766, 8090521, 1029743, 1106523]"
942,1238,"[1029743, 829323, 872137, 835098, 970866]"
943,1239,"[845265, 1103105, 940947, 1106523, 999104]"
944,1240,"[1082185, 913210, 1121393, 1081177, 880427]"
945,1244,"[899019, 1082185, 1106523, 1029743, 1070820]"
946,1245,"[956486, 964521, 1037337, 951412, 1102949]"
947,1246,"[1046587, 964521, 971922, 5565202, 1082185]"
948,1247,"[1082185, 1029743, 1004906, 899624, 845208]"
949,1248,"[971922, 1082185, 1106523, 1056492, 1029743]"
950,1250,"[910032, 1082185, 1104414, 1029743, 1106523]"
951,1251,"[1029743, 1082185, 1106523, 1126899, 854852]"
952,1252,"[863632, 925862, 1062002, 872137, 1070820]"
953,1255,"[1082185, 1029743, 1106523, 1126899, 1070820]"
954,1256,"[1082185, 936355, 979707, 1137688, 878996]"
955,1258,"[1082185, 872137, 985889, 5569471, 901062]"
956,1259,"[1082185, 1073902, 1029743, 1106523, 6533608]"
957,1260,"[1082185, 1062002, 1092303, 881249, 852856]"
958,1261,"[1082185, 907625, 1029743, 1106523, 986912]"
959,1263,"[12262778, 1082185, 1029743, 854852, 1106523]"
960,1264,"[939546, 952972, 916990, 10150194, 1134483]"
961,1265,"[1101010, 1054402, 1106523, 971922, 1082185]"
962,1266,"[12810391, 1008547, 1082185, 899624, 1029743]"
963,1267,"[1082185, 1001266, 12171656, 916122, 6034857]"
964,1268,"[7168058, 955431, 5567702, 957951, 1069003]"
965,1269,"[858439, 5592931, 1082185, 899624, 848319]"
966,1270,"[1082185, 898068, 1005274, 899624, 1068719]"
967,1271,"[1029743, 1082185, 903609, 977658, 835098]"
968,1272,"[1082185, 12810464, 916122, 1029743, 979707]"
969,1273,"[1082185, 1106523, 866211, 850102, 1029743]"
970,1274,"[1082185, 936355, 6533681, 865528, 8090537]"
971,1277,"[1015785, 859154, 1106523, 897954, 1082185]"
972,1279,"[1082185, 846823, 866211, 1004906, 1106523]"
973,1281,"[5592261, 1082185, 9833277, 9835408, 825365]"
974,1282,"[1068719, 1106523, 899624, 1082185, 845208]"
975,1284,"[1068719, 899624, 845208, 1044078, 1106523]"
976,1285,"[1082185, 897954, 985999, 1004906, 8065410]"
977,1287,"[1101010, 1082185, 1112238, 830503, 1130375]"
978,1288,"[897954, 6039859, 1029743, 1081177, 1106523]"
979,1289,"[1055155, 1029743, 5569230, 870547, 1106523]"
980,1290,"[6463742, 916122, 1081177, 979707, 934639]"
981,1291,"[1082185, 1101010, 1106523, 1029743, 1044078]"
982,1292,"[1029743, 1106523, 1082185, 1026118, 1068719]"
983,1293,"[1029743, 1025611, 12301405, 1044078, 933067]"
984,1294,"[935393, 976199, 1082185, 12648296, 1067749]"
985,1295,"[9487606, 1029743, 916122, 1126899, 986912]"
986,1296,"[1082185, 935578, 891961, 1053628, 1029743]"
987,1297,"[1082185, 1044259, 1029743, 898068, 985999]"
988,1298,"[8276172, 931255, 12695224, 1082185, 999104]"
989,1299,"[1082185, 1029743, 845265, 913210, 1004906]"
990,1300,"[1082185, 1029743, 1106523, 1044078, 5591520]"
991,1302,"[1106523, 1044078, 871756, 1082185, 1029743]"
992,1303,"[976199, 6633210, 1029743, 1067749, 1119761]"
993,1304,"[871611, 1029743, 1082185, 1044078, 1004906]"
994,1305,"[898068, 904129, 1082185, 1106523, 983659]"
995,1306,"[1082185, 1029743, 985999, 1068719, 892531]"
996,1307,"[1082185, 1029743, 1106523, 1068719, 979707]"
997,1312,"[1082185, 1126899, 1106523, 1070820, 1029743]"
998,1313,"[1029743, 938300, 8090521, 5592261, 1082185]"
999,1314,"[964521, 1102416, 862070, 1050741, 1029743]"
1000,1316,"[1082185, 1005274, 854496, 1029743, 919534]"
1001,1317,"[1138292, 5568489, 1138487, 7442008, 1029743]"
1002,1318,"[1082185, 864279, 9803810, 1138487, 854900]"
1003,1319,"[880150, 1126899, 1029743, 1082185, 5569845]"
1004,1320,"[948953, 12731432, 1082185, 1029743, 1106523]"
1005,1321,"[1106523, 1044078, 1037337, 957013, 893018]"
1006,1324,"[1029743, 1068719, 1082185, 976199, 897954]"
1007,1325,"[1082185, 1098844, 837270, 1055504, 1081177]"
1008,1326,"[899624, 1082185, 1068719, 1029743, 12301100]"
1009,1328,"[1082185, 1106523, 1029743, 866211, 999625]"
1010,1329,"[977658, 858439, 857006, 1082185, 866211]"
1011,1330,"[1106523, 1042907, 1082185, 1029743, 1068719]"
1012,1331,"[1029743, 845208, 1068719, 1082185, 1031316]"
1013,1332,"[1112205, 1082185, 12810393, 1041796, 916122]"
1014,1333,"[1082185, 1098844, 882604, 995896, 12731436]"
1015,1334,"[968072, 983267, 1126899, 1014509, 1106523]"
1016,1335,"[835973, 8290421, 878996, 1082185, 1029743]"
1017,1336,"[1132771, 1044078, 916122, 1068719, 1029743]"
1018,1337,"[1082185, 976199, 1068719, 1029743, 9527184]"
1019,1338,"[1050482, 1044078, 899624, 1106523, 989069]"
1020,1340,"[1029743, 1082185, 1126899, 5568729, 1026118]"
1021,1341,"[12695224, 1106523, 1029743, 1082185, 1126899]"
1022,1345,"[1029743, 1082185, 5569230, 838186, 5569845]"
1023,1346,"[1070820, 1082185, 1126899, 1029743, 7409874]"
1024,1347,"[951412, 1029743, 1034955, 872762, 1138292]"
1025,1350,"[1029743, 1127758, 1106523, 1082185, 976199]"
1026,1351,"[1029743, 1082185, 1106523, 1122358, 1098248]"
1027,1352,"[951412, 976199, 1082185, 979707, 915493]"
1028,1353,"[12262992, 1137346, 1082185, 13506200, 1137775]"
1029,1354,"[12648296, 965766, 1041796, 1070272, 1082185]"
1030,1356,"[5569230, 1082185, 1029743, 1070820, 1106523]"
1031,1357,"[862799, 1082185, 1029743, 1070820, 1126899]"
1032,1358,"[1005274, 1082185, 1131115, 845208, 1056509]"
1033,1362,"[5591520, 1056492, 1121393, 1082185, 1068719]"
1034,1364,"[1082185, 1029743, 7442180, 1022254, 835098]"
1035,1366,"[1101010, 1082185, 6463710, 12262992, 854852]"
1036,1367,"[1082185, 940947, 933835, 959316, 5591520]"
1037,1368,"[1082185, 6464086, 913210, 965766, 916122]"
1038,1369,"[1082185, 845307, 1011926, 13071902, 959316]"
1039,1370,"[979707, 1082185, 1022254, 965766, 1137346]"
1040,1372,"[1082185, 1106523, 1137775, 942525, 892531]"
1041,1373,"[1042907, 6034857, 1106523, 1029743, 1082185]"
1042,1374,"[824180, 1082185, 871611, 895166, 8273950]"
1043,1375,"[933637, 1070820, 1106523, 1029743, 1082185]"
1044,1376,"[1082185, 5592931, 1093571, 990797, 979707]"
1045,1378,"[909268, 1082185, 5585510, 1097001, 9297474]"
1046,1379,"[1082185, 951412, 1008547, 1137688, 5585510]"
1047,1382,"[1096458, 1106523, 966684, 1082185, 844179]"
1048,1383,"[9527184, 5568249, 6633273, 1034176, 1029743]"
1049,1384,"[985999, 1106523, 1102067, 1082185, 1029743]"
1050,1385,"[1082185, 1029743, 1106523, 1000050, 846823]"
1051,1387,"[869047, 854133, 1017369, 1105917, 1121393]"
1052,1388,"[7168058, 5570383, 5569792, 5569845, 1082185]"
1053,1389,"[5570408, 1082185, 1053628, 10150194, 5568447]"
1054,1390,"[851819, 976199, 1042616, 995628, 872137]"
1055,1391,"[1082185, 913210, 1029743, 1068719, 965772]"
1056,1392,"[1068719, 1082185, 1029743, 916122, 1106523]"
1057,1393,"[1082185, 5995603, 1068719, 1127179, 956672]"
1058,1394,"[1082185, 6979545, 940947, 992986, 1011457]"
1059,1395,"[1069312, 972143, 880427, 857006, 881249]"
1060,1397,"[1082185, 1068719, 899624, 1044078, 1029743]"
1061,1398,"[1072523, 844179, 1082185, 1070820, 1029743]"
1062,1399,"[1093571, 1008547, 1082185, 1029743, 919681]"
1063,1401,"[976199, 1089025, 1043663, 1029743, 1082185]"
1064,1402,"[1082185, 1106523, 1056509, 912704, 1008032]"
1065,1404,"[846823, 1029743, 895295, 914577, 854852]"
1066,1405,"[976199, 1137775, 1082185, 887102, 1106523]"
1067,1406,"[1082185, 826666, 948298, 10149640, 1072523]"
1068,1407,"[1082185, 1029743, 1022254, 909714, 866211]"
1069,1408,"[1082185, 1106523, 1029743, 899624, 1068719]"
1070,1409,"[1082185, 1037337, 12731714, 823704, 8090513]"
1071,1410,"[1029743, 1082185, 854852, 1106523, 1004906]"
1072,1412,"[1082185, 1029743, 1022428, 1131488, 9487606]"
1073,1413,"[1051323, 1029743, 1106523, 1082185, 827919]"
1074,1414,"[1126899, 968072, 983267, 1106523, 1014509]"
1075,1415,"[1029743, 986912, 1082185, 1106523, 1126899]"
1076,1417,"[1068719, 899624, 913210, 1082185, 1106523]"
1077,1418,"[1082185, 956672, 1008547, 1137284, 1029743]"
1078,1419,"[1082185, 868909, 13877192, 1134810, 5568378]"
1079,1420,"[1029743, 868683, 1123106, 899624, 1082185]"
1080,1421,"[1082185, 1005274, 1029743, 899624, 7166861]"
1081,1423,"[895166, 5981267, 1082185, 1029743, 1126899]"
1082,1424,"[1082185, 884686, 1056005, 1029743, 979707]"
1083,1425,"[1101010, 8090521, 1082185, 940947, 8090537]"
1084,1426,"[8090537, 1029743, 5568378, 8090521, 1082185]"
1085,1427,"[1050482, 1005274, 1137344, 1046587, 881249]"
1086,1428,"[913210, 985999, 983584, 1029743, 1082185]"
1087,1429,"[1126899, 986912, 1106523, 1082185, 1029743]"
1088,1430,"[1082185, 976199, 1068719, 948086, 899624]"
1089,1431,"[934399, 1021324, 1029743, 998119, 1082185]"
1090,1433,"[1126899, 1029743, 1082185, 1106523, 866211]"
1091,1434,"[887102, 820321, 1029743, 1082185, 908283]"
1092,1437,"[1082185, 885863, 1068719, 933067, 1044078]"
1093,1440,"[1056509, 1082185, 1121360, 899624, 916122]"
1094,1443,"[906844, 1082185, 1029743, 1106523, 1004906]"
1095,1445,"[1082185, 951197, 1029743, 916122, 1004906]"
1096,1446,"[1029743, 1106523, 937292, 1082185, 1006184]"
1097,1447,"[1126899, 1029743, 986912, 1106523, 1051323]"
1098,1450,"[1029743, 1014948, 1126899, 1026118, 1070820]"
1099,1451,"[1082185, 1068719, 1005274, 981086, 5592931]"
1100,1452,"[1082185, 865528, 1029743, 1013928, 1025611]"
1101,1453,"[1082185, 10150194, 5569230, 1029743, 965530]"
1102,1454,"[1082185, 951412, 1029743, 976199, 979707]"
1103,1457,"[1043494, 823990, 972143, 1106523, 1082185]"
1104,1458,"[1127758, 12988031, 976199, 933067, 1083787]"
1105,1459,"[1123022, 5569230, 12262778, 865456, 8019681]"
1106,1460,"[835973, 1126899, 866211, 1127831, 892314]"
1107,1461,"[1082185, 899624, 5568995, 1135834, 1022254]"
1108,1462,"[1082185, 1029743, 1136719, 1022254, 1079987]"
1109,1463,"[1037332, 986912, 835300, 1106523, 1082185]"
1110,1465,"[824180, 976199, 6391381, 1106523, 1029743]"
1111,1467,"[1029743, 1082185, 5569792, 1047769, 1042438]"
1112,1470,"[1082185, 1029743, 1068719, 1070820, 1136524]"
1113,1471,"[1126899, 1106523, 1070820, 1029743, 1082185]"
1114,1473,"[951412, 1082185, 948086, 1029743, 916122]"
1115,1474,"[1082185, 1106523, 5570408, 1021519, 9487606]"
1116,1475,"[1082185, 844179, 906844, 1041796, 1137688]"
1117,1476,"[1121393, 1071342, 1082185, 5570383, 9677366]"
1118,1477,"[961979, 1029743, 1106523, 1082185, 1022254]"
1119,1479,"[1082185, 1043663, 1029743, 898466, 1103105]"
1120,1481,"[7166865, 979707, 5981072, 1029743, 1082185]"
1121,1483,"[1082185, 971922, 1016276, 1137344, 864335]"
1122,1484,"[1082185, 1029743, 1003649, 1004906, 1098844]"
1123,1485,"[971922, 863632, 953561, 1106523, 1126899]"
1124,1486,"[6533362, 9527184, 893018, 844462, 1126899]"
1125,1487,"[839243, 940947, 1029743, 5569230, 1082185]"
1126,1488,"[1082185, 1103105, 1029743, 1068719, 1067749]"
1127,1489,"[1068719, 1101010, 9553048, 9553382, 916122]"
1128,1490,"[851819, 905636, 1082185, 5570408, 1029743]"
1129,1491,"[1082185, 847066, 948953, 10150194, 1029743]"
1130,1492,"[1082185, 976199, 1029743, 1068719, 844179]"
1131,1493,"[1106523, 1029743, 1040346, 1082185, 1126899]"
1132,1494,"[1068719, 1082185, 899624, 1044078, 1029743]"
1133,1495,"[1123842, 1082185, 1105917, 1004390, 1068719]"
1134,1498,"[1004390, 885023, 1092303, 872137, 1029743]"
1135,1499,"[1120928, 1106091, 872137, 14106445, 1082185]"
1136,1500,"[1106523, 1029743, 1122358, 986912, 1070820]"
1137,1501,"[1082185, 1015785, 1006342, 1121393, 1116741]"
1138,1502,"[1085983, 1082185, 1106523, 1029743, 1044078]"
1139,1503,"[1123106, 1082185, 1070820, 1029743, 1106523]"
1140,1505,"[1082185, 1043920, 1109615, 1137775, 918046]"
1141,1506,"[869047, 952972, 1082185, 917816, 1044078]"
1142,1507,"[923789, 858439, 5592931, 1082185, 1110031]"
1143,1508,"[951412, 1106523, 1029743, 1126899, 872137]"
1144,1509,"[1082185, 1110218, 1029743, 999625, 1098844]"
1145,1510,"[1082185, 865026, 6534030, 857006, 1029743]"
1146,1511,"[1106523, 1029743, 1101010, 5564901, 835098]"
1147,1512,"[986912, 1029743, 1082185, 1106523, 1004906]"
1148,1513,"[5592931, 1106523, 1015785, 916122, 1082185]"
1149,1514,"[1082185, 1006184, 995965, 956672, 1029743]"
1150,1515,"[1126899, 1029743, 1037840, 1082185, 1106523]"
1151,1517,"[1082185, 10149640, 862799, 910032, 10150194]"
1152,1518,"[6424472, 1072519, 1029743, 1106523, 854852]"
1153,1519,"[885863, 963835, 1029743, 1082185, 6034857]"
1154,1520,"[5577022, 1042907, 1029743, 1106523, 1131382]"
1155,1525,"[1068719, 1106523, 1029743, 899624, 845208]"
1156,1526,"[1053016, 865026, 1082185, 864335, 5585510]"
1157,1527,"[1082185, 1029743, 951412, 1068719, 979707]"
1158,1528,"[1082185, 894439, 1029743, 1044078, 844179]"
1159,1529,"[1082185, 945244, 1106523, 899624, 844179]"
1160,1530,"[857006, 938300, 1082185, 1029743, 6548453]"
1161,1531,"[1029743, 1106523, 986912, 1126899, 1082185]"
1162,1532,"[968072, 1014509, 983267, 1004906, 1106523]"
1163,1533,"[1029743, 1051516, 986912, 1082185, 1106523]"
1164,1534,"[1082185, 6039859, 1004436, 1029743, 1070820]"
1165,1535,"[1082185, 5592931, 944534, 907631, 1106523]"
1166,1536,"[1082185, 1029743, 916990, 882247, 1126899]"
1167,1537,"[1082185, 1029743, 1106523, 1056492, 1126899]"
1168,1539,"[1126899, 1029743, 1082185, 1051516, 1026118]"
1169,1540,"[838186, 832678, 1082185, 7442008, 1029743]"
1170,1541,"[1082185, 5592094, 1029743, 919534, 1098248]"
1171,1542,"[891961, 870547, 1082185, 9419525, 1029743]"
1172,1543,"[1043494, 1011926, 819255, 1082185, 1029743]"
1173,1544,"[1029743, 1082185, 1106523, 1041796, 1126899]"
1174,1545,"[1082185, 1037337, 1106523, 839243, 1090931]"
1175,1546,"[907631, 1122568, 965766, 917816, 1091520]"
1176,1547,"[7166865, 823862, 1068719, 1106523, 1029743]"
1177,1548,"[1082185, 859154, 1029743, 967461, 889509]"
1178,1549,"[9575582, 1082185, 1022254, 1106523, 986912]"
1179,1550,"[1082185, 998444, 1029743, 1131344, 1106523]"
1180,1552,"[839243, 1029743, 1082185, 944836, 979707]"
1181,1555,"[1029743, 1106523, 1082185, 1004906, 1126899]"
1182,1556,"[1082185, 844697, 1044078, 894447, 899624]"
1183,1557,"[1082185, 1110409, 829001, 1029743, 825731]"
1184,1558,"[1082185, 1030093, 1120928, 997796, 1070820]"
1185,1559,"[1001266, 1082990, 854852, 1082185, 1075368]"
1186,1560,"[1068719, 1021519, 1082185, 1029743, 823704]"
1187,1563,"[951412, 1082185, 976199, 1029743, 899624]"
1188,1564,"[819255, 1029743, 854852, 1004906, 1106523]"
1189,1565,"[1126899, 1029743, 986912, 1106523, 1051323]"
1190,1566,"[1082185, 5592094, 1022254, 5568995, 7139529]"
1191,1567,"[1082185, 1119761, 1068719, 835300, 825343]"
1192,1568,"[1082185, 6424472, 12695224, 899624, 917384]"
1193,1570,"[1082185, 1093571, 5568729, 1046587, 1041796]"
1194,1572,"[1005274, 1019643, 7155863, 967461, 7139529]"
1195,1574,"[13003092, 947798, 13381584, 1029743, 979707]"
1196,1575,"[1082185, 1060705, 1029743, 979707, 1106523]"
1197,1576,"[965693, 1029743, 948650, 1082185, 1037863]"
1198,1577,"[1029743, 1082185, 885023, 5570048, 951190]"
1199,1578,"[1082185, 1029743, 965766, 829291, 885023]"
1200,1579,"[1106523, 1068719, 1029743, 916122, 844179]"
1201,1580,"[1082185, 1079987, 1029743, 1024051, 979707]"
1202,1581,"[1082185, 845208, 1106523, 1029743, 1070820]"
1203,1584,"[1029743, 12648296, 899624, 957736, 1028891]"
1204,1585,"[1110409, 1082185, 14106445, 1126899, 854852]"
1205,1586,"[916122, 1082185, 1029743, 979707, 899624]"
1206,1587,"[1021519, 1029743, 919534, 1082185, 965842]"
1207,1588,"[1082185, 1093571, 979707, 854852, 866211]"
1208,1590,"[1082185, 1028891, 6534035, 837270, 1081177]"
1209,1591,"[1082185, 845208, 1068719, 907631, 1029743]"
1210,1592,"[883940, 884945, 830503, 823704, 1002771]"
1211,1593,"[869728, 986912, 1033403, 1106523, 1082185]"
1212,1594,"[1000050, 1082185, 1029743, 1106523, 1008547]"
1213,1595,"[1082185, 959316, 930344, 1038985, 971922]"
1214,1596,"[981086, 1004436, 904129, 1082185, 1029743]"
1215,1598,"[1101010, 1044078, 899624, 1106523, 1029743]"
1216,1599,"[1037863, 1068719, 1082185, 1013928, 5592931]"
1217,1602,"[1082185, 1060705, 1044259, 1029743, 916122]"
1218,1604,"[5569230, 1051211, 1105301, 1082185, 1029743]"
1219,1605,"[1029743, 1082185, 1041796, 1106523, 854852]"
1220,1607,"[1138443, 1082185, 1029743, 1026118, 1126899]"
1221,1609,"[1082185, 1029743, 916122, 899624, 933835]"
1222,1611,"[9487606, 931255, 1037840, 1029743, 1106523]"
1223,1612,"[935393, 968072, 1070820, 1082185, 1014509]"
1224,1613,"[7155863, 898068, 1137344, 1029743, 916122]"
1225,1614,"[1051323, 1029743, 1126899, 1106523, 986912]"
1226,1618,"[1082185, 972665, 1006184, 1029743, 971922]"
1227,1619,"[1060705, 1082185, 8019681, 897954, 963868]"
1228,1620,"[1068719, 916122, 1022428, 899624, 1106523]"
1229,1621,"[1101010, 885863, 1119761, 1137346, 913210]"
1230,1622,"[6463710, 1006342, 1082185, 1029743, 1022254]"
1231,1623,"[1101010, 1106523, 1044078, 1068719, 1082185]"
1232,1624,"[956486, 1082185, 993638, 823990, 1068719]"
1233,1625,"[1015280, 892503, 898466, 9881592, 910673]"
1234,1627,"[1082185, 1011926, 1029743, 1068719, 980823]"
1235,1629,"[985999, 852080, 907631, 997796, 5568378]"
1236,1630,"[963868, 6464086, 971922, 5585510, 865026]"
1237,1631,"[1082185, 5592931, 1044078, 1029743, 970747]"
1238,1632,"[1029743, 986912, 1051323, 1106523, 1126899]"
1239,1633,"[1082185, 1029743, 899624, 1101010, 916993]"
1240,1634,"[1082185, 1029743, 907631, 845307, 1138443]"
1241,1635,"[1126899, 1070820, 1029743, 1106523, 1082185]"
1242,1637,"[948298, 971922, 1014948, 986912, 1106523]"
1243,1638,"[995965, 1082185, 1137284, 1106523, 1029743]"
1244,1639,"[1030093, 917816, 944486, 1123842, 982469]"
1245,1640,"[6464086, 845265, 823704, 1106523, 885697]"
1246,1642,"[1082185, 970160, 845208, 1055504, 934399]"
1247,1643,"[9524291, 5568729, 1029743, 1106523, 1082185]"
1248,1644,"[1106523, 854852, 1029743, 1126899, 1082185]"
1249,1647,"[1082185, 1029743, 1106523, 860248, 1004906]"
1250,1648,"[1082185, 1106523, 1029743, 1070820, 842125]"
1251,1649,"[1082185, 972143, 6633210, 1022254, 866211]"
1252,1650,"[1082185, 940947, 5582712, 1029743, 854754]"
1253,1651,"[1082185, 845208, 1029743, 1055504, 1106523]"
1254,1653,"[1082185, 851819, 971922, 1104343, 969568]"
1255,1654,"[1011457, 1029743, 1082185, 933835, 990797]"
1256,1656,"[6533362, 986912, 976199, 1106523, 1126899]"
1257,1657,"[1106523, 1029743, 1082185, 1004906, 1044078]"
1258,1658,"[1029743, 979707, 1004906, 1106523, 1082185]"
1259,1659,"[1082185, 1087102, 1029743, 1116741, 866211]"
1260,1660,"[827919, 1082185, 825365, 1029743, 1106523]"
1261,1661,"[9187298, 1082185, 951412, 1029743, 933067]"
1262,1662,"[951412, 5577022, 1082185, 881249, 880427]"
1263,1663,"[1082185, 1029743, 862682, 1062128, 1070820]"
1264,1664,"[976199, 845208, 9527184, 1000753, 1044078]"
1265,1665,"[5568721, 1029743, 923673, 1106523, 1082185]"
1266,1666,"[1122358, 1126899, 1082185, 1106523, 1029743]"
1267,1667,"[1106523, 986912, 1029743, 1082185, 1126899]"
1268,1668,"[1068719, 885023, 1082185, 871756, 1106523]"
1269,1671,"[932863, 1126899, 1029743, 1082185, 878285]"
1270,1672,"[1011457, 5592931, 989069, 1044078, 1029743]"
1271,1673,"[1082185, 1029743, 896613, 1106523, 1013928]"
1272,1676,"[1011926, 824305, 935578, 1006878, 1058404]"
1273,1677,"[1082185, 1029743, 828106, 913210, 7462562]"
1274,1678,"[1082185, 1029743, 1106523, 1044078, 899624]"
1275,1679,"[1038985, 8019977, 940947, 1082185, 1029743]"
1276,1680,"[1126899, 1082185, 1029743, 1106523, 1068719]"
1277,1681,"[1029743, 1082185, 9487885, 998352, 837751]"
1278,1683,"[9187298, 894447, 5574377, 837304, 872137]"
1279,1684,"[1106523, 825365, 1029743, 1044078, 1082185]"
1280,1685,"[1005274, 5570882, 976199, 1082185, 1029743]"
1281,1686,"[1106523, 986912, 914577, 1082185, 1029743]"
1282,1687,"[976199, 1082185, 865456, 1070702, 1055504]"
1283,1689,"[965766, 1000753, 1082185, 1133254, 1075368]"
1284,1690,"[1082185, 1043494, 7168026, 1051211, 1105488]"
1285,1691,"[1101010, 1082185, 1106523, 933835, 1029743]"
1286,1692,"[1029743, 1044188, 1076056, 844179, 1082185]"
1287,1693,"[1082185, 951412, 5567502, 1029743, 985999]"
1288,1694,"[1079987, 1082185, 1068719, 1040807, 1044078]"
1289,1695,"[933835, 838186, 986912, 1106523, 1126899]"
1290,1697,"[1044078, 1082185, 8090537, 1106523, 844179]"
1291,1698,"[1068719, 1106523, 846823, 898068, 930118]"
1292,1699,"[993638, 1082185, 986912, 1029743, 1126899]"
1293,1700,"[956486, 5568995, 1025611, 972143, 1082185]"
1294,1702,"[1101010, 1106523, 899624, 1029743, 1042438]"
1295,1703,"[1101010, 972143, 1098435, 1059902, 5592931]"
1296,1704,"[6424471, 6424472, 5592931, 1106523, 1082185]"
1297,1705,"[5592931, 1029743, 1082185, 1131344, 1106523]"
1298,1706,"[1029743, 1106523, 1082185, 854852, 899624]"
1299,1707,"[1082185, 1029743, 1106523, 1050851, 5569230]"
1300,1708,"[1082185, 1030981, 12648296, 1029743, 874972]"
1301,1710,"[1082185, 1119405, 820301, 835098, 880427]"
1302,1712,"[5568721, 1082185, 1106523, 1029743, 1068719]"
1303,1713,"[1082185, 851188, 913210, 901666, 13841744]"
1304,1715,"[951412, 1123842, 1076580, 1126899, 1093571]"
1305,1716,"[7168058, 12302069, 1082185, 1068719, 1106523]"
1306,1717,"[828106, 1029743, 1000753, 858439, 951190]"
1307,1718,"[1126899, 1029743, 5585701, 1082185, 986912]"
1308,1719,"[941856, 1106523, 1089025, 922636, 965766]"
1309,1720,"[9487885, 7155863, 12301405, 1082185, 1055425]"
1310,1721,"[1022254, 1029743, 1082185, 1106523, 1126899]"
1311,1722,"[1082185, 951412, 1022254, 1006342, 1029743]"
1312,1723,"[1101010, 1018740, 1119405, 1037337, 1082185]"
1313,1724,"[1126899, 1029743, 1106523, 916122, 1082185]"
1314,1726,"[1082185, 1029743, 979707, 1022254, 866211]"
1315,1728,"[8020234, 925178, 823775, 1029743, 926905]"
1316,1729,"[1126899, 1029743, 1106523, 1082185, 1070820]"
1317,1730,"[1106523, 1082185, 1029743, 1044078, 8090537]"
1318,1731,"[1082185, 1029743, 1044078, 1068719, 1106523]"
1319,1732,"[976199, 1082185, 1029743, 885863, 907631]"
1320,1733,"[894439, 885290, 1082185, 844179, 1029743]"
1321,1735,"[1044078, 1123842, 916122, 1082185, 1068719]"
1322,1737,"[1082185, 901062, 916122, 1029743, 1106523]"
1323,1738,"[925178, 1106523, 6463742, 1029743, 1082185]"
1324,1739,"[1106523, 902172, 965766, 1082185, 923673]"
1325,1740,"[1082185, 5591083, 5570408, 1037965, 916122]"
1326,1742,"[846823, 1119860, 864335, 1082185, 1128240]"
1327,1743,"[1082185, 1106523, 1029743, 899624, 844179]"
1328,1744,"[1106523, 1082185, 1082212, 836445, 901062]"
1329,1745,"[1106271, 1082185, 1029743, 916122, 1106523]"
1330,1746,"[1082185, 907631, 1106523, 5592931, 1118244]"
1331,1747,"[885023, 1106523, 1068719, 825365, 5591520]"
1332,1748,"[1082185, 1028995, 897954, 947798, 995628]"
1333,1749,"[1082185, 1131488, 8090541, 903350, 1029743]"
1334,1751,"[1082185, 1068719, 1029743, 916122, 825365]"
1335,1752,"[1044078, 845208, 907631, 1068719, 1106523]"
1336,1753,"[971922, 5981072, 8090537, 851287, 986912]"
1337,1754,"[899624, 12301405, 1029743, 831628, 1024051]"
1338,1755,"[1137346, 829291, 1106523, 1029743, 1082185]"
1339,1758,"[1082185, 1115553, 1124971, 1128812, 841309]"
1340,1759,"[1082185, 903350, 1044078, 1048257, 970866]"
1341,1760,"[1038985, 1029743, 1082185, 983584, 906838]"
1342,1761,"[932340, 993638, 854852, 1130375, 1029743]"
1343,1762,"[1082185, 1029743, 909714, 1119761, 976199]"
